date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,hospitalizedDischarged,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,dataQualityGrade,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
2020-12-21,GA,591438,78739,None,None,totalTestsViral,4999306,3960,39502,None,7055,None,None,None,12/21/2020 14:50,2020-12-21T14:50:00Z,12/21 09:50,10399,39502,None,2020-12-21T14:50:00Z,4999306,484372,None,512699,9453,946,None,None,392210,42906,None,None,None,None,None,None,None,None,13,3520,0,591438,25142,591438,None,16,90,85535f615601c9ef29773951b2edcb9867a8813f,0,0,0,0,0,
2020-12-22,GA,600517,81615,None,None,totalTestsViral,5049355,4137,39836,None,7103,None,None,None,12/22/2020 14:50,2020-12-22T14:50:00Z,12/22 09:50,10463,39836,None,2020-12-22T14:50:00Z,5049355,491226,None,518902,9503,960,None,None,392358,42937,None,None,None,None,None,None,None,None,13,9079,0,600517,50049,600517,None,64,334,203df79f47cb9fe68155787af0da5a5f72808d1c,0,0,0,0,0,
2020-12-23,GA,608290,84235,None,None,totalTestsViral,5086136,4157,40139,None,7148,None,None,None,12/23/2020 14:50,2020-12-23T14:50:00Z,12/23 09:50,10519,40139,None,2020-12-23T14:50:00Z,5086136,496830,None,524055,9554,965,None,None,394629,43568,None,None,None,None,None,None,None,None,13,7773,0,608290,36781,608290,None,56,303,f377692292764f949dd45566bd586904abbe5247,0,0,0,0,0,
2020-12-24,GA,618576,86622,None,None,totalTestsViral,5135306,4240,40539,None,7217,None,None,None,12/24/2020 16:22,2020-12-24T16:22:00Z,12/24 11:22,10582,40539,None,2020-12-24T16:22:00Z,5135306,503859,None,531954,9607,975,None,None,396503,44099,None,None,None,None,None,None,None,None,13,10286,0,618576,49170,618576,None,63,400,40addc35a6e2d94d4209410de231647b85572558,0,0,0,0,0,
2020-12-25,GA,624630,87551,None,None,totalTestsViral,5188835,4216,40630,None,7224,None,None,None,12/25/2020 14:50,2020-12-25T14:50:00Z,12/25 09:50,10631,40630,None,2020-12-25T14:50:00Z,5188835,510539,None,537079,9656,975,None,None,397795,44423,None,None,None,None,None,None,None,None,13,6054,0,624630,53529,624630,None,49,91,4fe83922a2fea30ec0bd4a89efc0aabb2ee7f728,0,0,0,0,0,
2020-12-26,GA,628788,88030,None,None,totalTestsViral,5218474,4325,40648,None,7224,None,None,None,12/26/2020 14:50,2020-12-26T14:50:00Z,12/26 09:50,10685,40648,None,2020-12-26T14:50:00Z,5218474,514953,None,540758,9710,975,None,None,399032,44752,None,None,None,None,None,None,None,None,13,4158,0,628788,29639,628788,None,54,18,0aa02eeb5d8f6425d49fd050bdc6671b6c72677d,0,0,0,0,0,
2020-12-27,GA,632299,88592,None,None,totalTestsViral,5233528,4499,40787,None,7236,None,None,None,12/27/2020 14:50,2020-12-27T14:50:00Z,12/27 09:50,10689,40787,None,2020-12-27T14:50:00Z,5233528,517672,None,543707,9714,975,None,None,399649,44953,None,None,None,None,None,None,None,None,13,3511,0,632299,15054,632299,None,4,139,1aab41bc1fce2a9e1e1ea43a9598f3c6f29de754,0,0,0,0,0,
2020-12-28,GA,636240,89381,None,None,totalTestsViral,5248593,4729,40952,None,7247,None,None,None,12/28/2020 14:50,2020-12-28T14:50:00Z,12/28 09:50,10696,40952,None,2020-12-28T14:50:00Z,5248593,520787,None,546859,9719,977,None,None,400465,45163,None,None,None,None,None,None,None,None,13,3941,0,636240,15065,636240,None,7,165,ccad5f64a637704b49dfe4d23d6d711b13e04966,0,0,0,0,0,
2020-12-29,GA,645690,92978,None,None,totalTestsViral,5281282,4839,41403,None,7322,None,None,None,12/29/2020 14:50,2020-12-29T14:50:00Z,12/29 09:50,10779,41403,None,2020-12-29T14:50:00Z,5281282,526895,None,552712,9759,1020,None,None,400939,45356,None,None,None,None,None,None,None,None,13,9450,0,645690,32689,645690,None,83,451,0beeee2690bee24df474249f18ebfd86442044ab,0,0,0,0,0,
2020-12-30,GA,654743,96566,None,None,totalTestsViral,5304793,4926,41778,None,7375,None,None,None,12/30/2020 14:50,2020-12-30T14:50:00Z,12/30 09:50,10846,41778,None,2020-12-30T14:50:00Z,5304793,531566,None,558177,9808,1038,None,None,401264,45463,None,None,None,None,None,None,None,None,13,9053,0,654743,23511,654743,None,67,375,6e8aacda443e347d6bbc42ff16a460ac775dd0dc,0,0,0,0,0,
2020-12-31,GA,666452,99776,None,None,totalTestsViral,5349390,4937,42084,None,7417,None,None,None,12/31/2020 14:50,2020-12-31T14:50:00Z,12/31 09:50,10934,42084,None,2020-12-31T14:50:00Z,5349390,540689,None,566676,9872,1062,None,None,403179,46052,None,None,None,None,None,None,None,None,13,11709,0,666452,44597,666452,None,88,306,df5a40dd04ca196d4fd64b763647f3524bcd2283,0,0,0,0,0,
2021-01-01,GA,677589,102194,None,None,totalTestsViral,5401054,4890,42362,None,7448,None,None,None,1/1/2021 14:50,2021-01-01T14:50:00Z,01/01 09:50,10958,42362,None,2021-01-01T14:50:00Z,5401054,549842,None,575395,9889,1069,None,None,404968,46536,None,None,None,None,None,None,None,None,13,11137,0,677589,51664,677589,None,24,278,93423c7b2a2b1b59fc29720bd5e3fd8e101efd5f,0,0,0,0,0,
2021-01-02,GA,685122,103123,None,None,totalTestsViral,5436988,5101,42427,None,7457,None,None,None,1/2/2021 14:50,2021-01-02T14:50:00Z,01/02 09:50,10960,42427,None,2021-01-02T14:50:00Z,5436988,556630,None,581999,9891,1069,None,None,406396,46987,None,None,None,None,None,None,None,None,13,7533,0,685122,35934,685122,None,2,65,16db790fc99ad1c1c6a0ecf63bd8f93bae88a695,0,0,0,0,0,
2021-01-03,GA,690900,103824,None,None,totalTestsViral,5462241,5304,42483,None,7466,None,None,None,1/3/2021 14:50,2021-01-03T14:50:00Z,01/03 09:50,10964,42483,None,2021-01-03T14:50:00Z,5462241,561892,None,587076,9893,1071,None,None,406672,47080,None,None,None,None,None,None,None,None,13,5778,0,690900,25253,690900,None,4,56,c3fe4fb60a3f12358279307c7ae10c434eee7545,0,0,0,0,0,
2021-01-04,GA,696063,104957,None,None,totalTestsViral,5482790,5514,42595,None,7471,None,None,None,1/4/2021 14:50,2021-01-04T14:50:00Z,01/04 09:50,10971,42595,None,2021-01-04T14:50:00Z,5482790,566075,None,591106,9900,1071,None,None,407192,47231,None,None,None,None,None,None,None,None,13,5163,0,696063,20549,696063,None,7,112,886c851ee07c73f25c06a89eaba956408661c086,0,0,0,0,0,
2021-01-05,GA,706154,108946,None,None,totalTestsViral,5509880,5642,43018,None,7535,None,None,None,1/5/2021 14:50,2021-01-05T14:50:00Z,01/05 09:50,11072,43018,None,2021-01-05T14:50:00Z,5509880,571561,None,597208,9966,1106,None,None,408030,47497,None,None,None,None,None,None,None,None,13,10091,0,706154,27090,706154,None,101,423,cf246caf2b32b13ab43459c8b19c4bbfd3e7ff5c,0,0,0,0,0,
2021-01-06,GA,713840,111044,None,None,totalTestsViral,5523221,5782,43629,None,7605,None,None,None,1/6/2021 18:29,2021-01-06T18:29:00Z,01/06 13:29,11165,43629,None,2021-01-06T18:29:00Z,5523221,574307,None,602796,10035,1130,None,None,409076,47855,None,None,None,None,None,None,None,None,13,7686,0,713840,13341,713840,None,93,611,88249455c73919b3cbdc494fbdcded0c6c655b38,0,0,0,0,0,
2021-01-07,GA,723630,113762,None,None,totalTestsViral,5569613,5751,43796,None,7642,None,None,None,1/7/2021 14:50,2021-01-07T14:50:00Z,01/07 09:50,11230,43796,None,2021-01-07T14:50:00Z,5569613,581928,None,609868,10100,1130,None,None,410091,48102,None,None,None,None,None,None,None,None,13,9790,0,723630,46392,723630,None,65,167,c4affa43ebec865177918c9e0f8d96ec9af4302c,0,0,0,0,0,
2021-01-08,GA,736926,116679,None,None,totalTestsViral,5583994,5899,44187,None,7690,None,None,None,1/8/2021 14:50,2021-01-08T14:50:00Z,01/08 09:50,11314,44187,None,2021-01-08T14:50:00Z,5583994,585062,None,620247,10180,1134,None,None,410456,48195,None,None,None,None,None,None,None,None,13,13296,0,736926,14381,736926,None,84,391,0716a34e162d705779d021b9b3b6bd9ba195f96e,0,0,0,0,0,
2021-01-09,GA,748852,119648,None,None,totalTestsViral,5632471,5892,44510,None,7727,None,None,None,1/9/2021 14:50,2021-01-09T14:50:00Z,01/09 09:50,11457,44510,None,2021-01-09T14:50:00Z,5632471,593881,None,629204,10280,1177,None,None,411942,48712,None,None,None,None,None,None,None,None,13,11926,0,748852,48477,748852,None,143,323,09347864be6548b53875dbdf206a11e974c9d7ff,0,0,0,0,0,
2021-01-10,GA,757045,120672,None,None,totalTestsViral,5672290,5993,44635,None,7742,None,None,None,1/10/2021 14:50,2021-01-10T14:50:00Z,01/10 09:50,11458,44635,None,2021-01-10T14:50:00Z,5672290,601352,None,636373,10282,1176,None,None,413263,49201,None,None,None,None,None,None,None,None,13,8193,0,757045,39819,757045,None,1,125,87437417e6ff9460d1cba966cb7c2f394b178d33,0,0,0,0,0,
2021-01-11,GA,764499,121787,None,None,totalTestsViral,5708060,6064,44742,None,7744,None,None,None,1/11/2021 14:50,2021-01-11T14:50:00Z,01/11 09:50,11475,44742,None,2021-01-11T14:50:00Z,5708060,607912,None,642712,10299,1176,None,None,415543,49883,None,None,None,None,None,None,None,None,13,7454,0,764499,35770,764499,None,17,107,4d5469a0034aa0c7be10568da615fcddccca5b1a,0,0,0,0,0,
2021-01-12,GA,773692,124998,None,None,totalTestsViral,5737862,6097,45177,None,7799,None,None,None,1/12/2021 14:53,2021-01-12T14:53:00Z,01/12 09:53,11662,45177,None,2021-01-12T14:53:00Z,5737862,613704,None,648694,10444,1218,None,None,416089,50103,None,None,None,None,None,None,None,None,13,9193,0,773692,29802,773692,None,187,435,df18d28b75824c303f7a8dd40dab24809d2439aa,0,0,0,0,0,
2021-01-13,GA,782288,127932,None,None,totalTestsViral,5763974,6108,45533,None,7837,None,None,None,1/13/2021 14:50,2021-01-13T14:50:00Z,01/13 09:50,11803,45533,None,2021-01-13T14:50:00Z,5763974,618324,None,654356,10580,1223,None,None,417679,50661,None,None,None,None,None,None,None,None,13,8596,0,782288,26112,782288,None,141,356,b32dd5104287a15bf0e4526fa9f8fbf4d12b0280,0,0,0,0,0,
2021-01-14,GA,791324,130604,None,None,totalTestsViral,5801007,5968,45893,None,7869,None,None,None,1/14/2021 14:50,2021-01-14T14:50:00Z,01/14 09:50,11975,45893,None,2021-01-14T14:50:00Z,5801007,624405,None,660720,10721,1254,None,None,419581,51320,None,None,None,None,None,None,None,None,13,9036,0,791324,37033,791324,None,172,360,beec53a2a90ed3214c31ed39adb3ee264c4c3872,0,0,0,0,0,
2021-01-15,GA,801130,133062,None,None,totalTestsViral,5844021,5967,46208,None,7919,None,None,None,1/15/2021 14:51,2021-01-15T14:51:00Z,01/15 09:51,12138,46208,None,2021-01-15T14:51:00Z,5844021,631627,None,668068,10878,1260,None,None,421324,51947,None,None,None,None,None,None,None,None,13,9806,0,801130,43014,801130,None,163,315,cd7c73b636d2f38cea64373f5436c0007b7fa715,0,0,0,0,0,
2021-01-16,GA,809663,134669,None,None,totalTestsViral,5887700,5910,46515,None,7954,None,None,None,1/16/2021 14:50,2021-01-16T14:50:00Z,01/16 09:50,12291,46515,None,2021-01-16T14:50:00Z,5887700,638495,None,674994,11029,1262,None,None,423166,52635,None,None,None,None,None,None,None,None,13,8533,0,809663,43679,809663,None,153,307,83e7f30b506c7ac0e70baf0fd31c09db6ec9d72d,0,0,0,0,0,
2021-01-17,GA,815995,135617,None,None,totalTestsViral,5925441,5835,46619,None,7957,None,None,None,1/17/2021 14:50,2021-01-17T14:50:00Z,01/17 09:50,12296,46619,None,2021-01-17T14:50:00Z,5925441,644603,None,680378,11032,1264,None,None,425142,53314,None,None,None,None,None,None,None,None,13,6332,0,815995,37741,815995,None,5,104,eb091244db4745e7cc8308ee6d0ba614c2375e01,0,0,0,0,0,
2021-01-18,GA,820952,136189,None,None,totalTestsViral,5957306,5902,46741,None,7964,None,None,None,1/18/2021 14:50,2021-01-18T14:50:00Z,01/18 09:50,12360,46741,None,2021-01-18T14:50:00Z,5957306,649691,None,684763,11095,1265,None,None,426349,53759,None,None,None,None,None,None,None,None,13,4957,0,820952,31865,820952,None,64,122,1bc9884d0af1edf1abb5e59ab2e9d154871cd3b5,0,0,0,0,0,
2021-01-19,GA,828444,138768,None,None,totalTestsViral,5988737,5905,47006,None,8004,None,None,None,1/19/2021 14:50,2021-01-19T14:50:00Z,01/19 09:50,12582,47006,None,2021-01-19T14:50:00Z,5988737,655190,None,689676,11265,1317,None,None,426980,53977,None,None,None,None,None,None,None,None,13,7492,0,828444,31431,828444,None,222,265,0dbfa4953e8b15b6dd57be359216e7a0b4bfc40d,0,0,0,0,0,
2021-01-20,GA,836649,141249,None,None,totalTestsViral,6033197,5783,47311,None,8041,None,None,None,1/20/2021 14:50,2021-01-20T14:50:00Z,01/20 09:50,12778,47311,None,2021-01-20T14:50:00Z,6033197,661138,None,695400,11411,1367,None,None,427488,54174,None,None,None,None,None,None,None,None,13,8205,0,836649,44460,836649,None,196,305,2d90bc753e2babfd6da867017c30d5fd4c35cc10,0,0,0,0,0,
2021-01-21,GA,844799,143491,None,None,totalTestsViral,6072614,5747,47680,None,8092,None,None,None,1/21/2021 14:50,2021-01-21T14:50:00Z,01/21 09:50,12889,47680,None,2021-01-21T14:50:00Z,6072614,667088,None,701308,11511,1378,None,None,429419,54947,None,None,None,None,None,None,None,None,13,8150,0,844799,39417,844799,None,111,369,3a24bc108bdb3e0d5f3ee7d9dc1b433ed58047e3,0,0,0,0,0,
2021-01-22,GA,853173,145423,None,None,totalTestsViral,6122066,5559,47950,None,8136,None,None,None,1/22/2021 14:50,2021-01-22T14:50:00Z,01/22 09:50,13060,47950,None,2021-01-22T14:50:00Z,6122066,673983,None,707750,11670,1390,None,None,431565,55755,None,None,None,None,None,None,None,None,13,8374,0,853173,49452,853173,None,171,270,8538a16aeca438152b9bb01a5995b4a9a1ec7613,0,0,0,0,0,
2021-01-23,GA,862158,147836,None,None,totalTestsViral,6174470,5370,48270,None,8183,None,None,None,1/23/2021 14:50,2021-01-23T14:50:00Z,01/23 09:50,13246,48270,None,2021-01-23T14:50:00Z,6174470,681424,None,714322,11798,1448,None,None,433621,56552,None,None,None,None,None,None,None,None,13,8985,0,862158,52404,862158,None,186,320,8f1b57b24a6144e6c5c97d6e1e1291488ada1b52,0,0,0,0,0,
2021-01-24,GA,866911,148379,None,None,totalTestsViral,6208860,5293,48385,None,8199,None,None,None,1/24/2021 14:50,2021-01-24T14:50:00Z,01/24 09:50,13250,48385,None,2021-01-24T14:50:00Z,6208860,686333,None,718532,11801,1449,None,None,435326,57197,None,None,None,None,None,None,None,None,13,4753,0,866911,34390,866911,None,4,115,4ddf44fb24919bd0d8e61d9f42ae26f61f07a1ad,0,0,0,0,0,
2021-01-25,GA,870828,148766,None,None,totalTestsViral,6234896,5231,48498,None,8203,None,None,None,1/25/2021 14:50,2021-01-25T14:50:00Z,01/25 09:50,13303,48498,None,2021-01-25T14:50:00Z,6234896,690288,None,722062,11854,1449,None,None,436787,57763,None,None,None,None,None,None,None,None,13,3917,0,870828,26036,870828,None,53,113,bc16f3b15159922990d1c7634b0b4ccf927bb3f0,0,0,0,0,0,
2021-01-26,GA,879221,151469,None,None,totalTestsViral,6271545,5157,48915,None,8248,None,None,None,1/26/2021 14:52,2021-01-26T14:52:00Z,01/26 09:52,13482,48915,None,2021-01-26T14:52:00Z,6271545,696183,None,727752,11996,1486,None,None,437302,57994,None,None,None,None,None,None,None,None,13,8393,0,879221,36649,879221,None,179,417,53afd7f4d4b51e0041620a92262ee5d7acf3828d,0,0,0,0,0,
2021-01-27,GA,885605,153779,None,None,totalTestsViral,6296044,5074,49247,None,8290,None,None,None,1/27/2021 14:52,2021-01-27T14:52:00Z,01/27 09:52,13643,49247,None,2021-01-27T14:52:00Z,6296044,700011,None,731826,12135,1508,None,None,437886,58216,None,None,None,None,None,None,None,None,13,6384,0,885605,24499,885605,None,161,332,a98c57fa523499776d3fcbcd864a2c0518698fe4,0,0,0,0,0,
2021-01-28,GA,892957,155752,None,None,totalTestsViral,6338228,4953,49608,None,8331,None,None,None,1/28/2021 14:50,2021-01-28T14:50:00Z,01/28 09:50,13827,49608,None,2021-01-28T14:50:00Z,6338228,705770,None,737205,12280,1547,None,None,439649,58885,None,None,None,None,None,None,None,None,13,7352,0,892957,42184,892957,None,184,361,09784ed6775cd523f12bba50854fe8cb45eb135f,0,0,0,0,0,
2021-01-29,GA,899515,157524,None,None,totalTestsViral,6378542,4777,49869,None,8360,None,None,None,1/28/2021 14:50,2021-01-28T14:50:00Z,01/28 09:50,13986,49869,None,2021-01-28T14:50:00Z,6378542,710996,None,741991,12410,1576,None,None,441761,59736,None,None,None,None,None,None,None,None,13,6558,0,899515,40314,899515,None,159,261,d698cb8f68fb8399a5163d3c60579ec9cb619719,0,0,0,0,0,
2021-01-30,GA,905858,158991,None,None,totalTestsViral,6425042,4574,50132,None,8390,None,None,None,1/30/2021 14:50,2021-01-30T14:50:00Z,01/30 09:50,14196,50132,None,2021-01-30T14:50:00Z,6425042,716476,None,746867,12568,1628,None,None,443440,60474,None,None,None,None,None,None,None,None,13,6343,0,905858,46500,905858,None,210,263,d867311f67dba850e4ee5b447ff5e4d6c34b1537,0,0,0,0,0,
2021-01-31,GA,909445,159578,None,None,totalTestsViral,6452746,4476,50237,None,8399,None,None,None,1/31/2021 14:50,2021-01-31T14:50:00Z,01/31 09:50,14198,50237,None,2021-01-31T14:50:00Z,6452746,719935,None,749867,12570,1628,None,None,445208,61213,None,None,None,None,None,None,None,None,13,3587,0,909445,27704,909445,None,2,105,e2ae0327b3d9ce0fd023bfeca813f702b982e338,0,0,0,0,0,
2021-02-01,GA,912479,160031,None,None,totalTestsViral,6474133,4438,50323,None,8400,None,None,None,2/1/2021 14:50,2021-02-01T14:50:00Z,02/01 09:50,14242,50323,None,2021-02-01T14:50:00Z,6474133,723022,None,752448,12613,1629,None,None,446424,61724,None,None,None,None,None,None,None,None,13,3034,0,912479,21387,912479,None,44,86,909edfeb46f7dbdf092a5a2f5d338ed5b8bb77bf,0,0,0,0,0,
2021-02-02,GA,917440,162028,None,None,totalTestsViral,6494048,4335,50685,None,8439,None,None,None,2/2/2021 14:50,2021-02-02T14:50:00Z,02/02 09:50,14450,50685,None,2021-02-02T14:50:00Z,6494048,725757,None,755412,12772,1678,None,None,446775,61862,None,None,None,None,None,None,None,None,13,4961,0,917440,19915,917440,None,208,362,3e38dde895ba3e71fa71fa27c0bff704127507e6,0,0,0,0,0,
2021-02-03,GA,922364,163136,None,None,totalTestsViral,6524223,4335,50953,None,8471,None,None,None,2/3/2021 14:50,2021-02-03T14:50:00Z,02/03 09:50,14587,50953,None,2021-02-03T14:50:00Z,6524223,729320,None,759228,12907,1680,None,None,447290,62078,None,None,None,None,None,None,None,None,13,4924,0,922364,30175,922364,None,137,268,d6fbe4bb80d949a375df03d4b4ed993db2421768,0,0,0,0,0,
2021-02-04,GA,928070,164993,None,None,totalTestsViral,6561635,4239,51247,None,8511,None,None,None,2/4/2021 14:50,2021-02-04T14:50:00Z,02/04 09:50,14756,51247,None,2021-02-04T14:50:00Z,6561635,733538,None,763077,13048,1708,None,None,449321,62937,None,None,None,None,None,None,None,None,13,5706,0,928070,37412,928070,None,169,294,184df4d3967f3defb93908db4ecae45e97ed0806,0,0,0,0,0,
2021-02-05,GA,932912,166308,None,None,totalTestsViral,6597050,4239,51479,None,8555,None,None,None,2/5/2021 14:50,2021-02-05T14:50:00Z,02/05 09:50,14858,51479,None,2021-02-05T14:50:00Z,6597050,737367,None,766604,13146,1712,None,None,451037,63710,None,None,None,None,None,None,None,None,13,4842,0,932912,35415,932912,None,102,232,9ca312c48575ce274e0262e42c592876f497096d,0,0,0,0,0,
2021-02-06,GA,937402,167577,None,None,totalTestsViral,6628577,4239,51732,None,8590,None,None,None,2/6/2021 14:50,2021-02-06T14:50:00Z,02/06 09:50,15090,51732,None,2021-02-06T14:50:00Z,6628577,740654,None,769825,13324,1766,None,None,452034,64114,None,None,None,None,None,None,None,None,13,4490,0,937402,31527,937402,None,232,253,5317770b562bd314fee1a413409dfb74afc73b4a,0,0,0,0,0,
2021-02-07,GA,940991,168013,None,None,totalTestsViral,6664276,3740,51842,None,8598,None,None,None,2/7/2021 14:50,2021-02-07T14:50:00Z,02/07 09:50,15092,51842,None,2021-02-07T14:50:00Z,6664276,744698,None,772978,13326,1766,None,None,453432,64668,None,None,None,None,None,None,None,None,13,3589,0,940991,35699,940991,None,2,110,509336458b5305ad32531ad550a525a3a2ae9a81,0,0,0,0,0,
2021-02-08,GA,943695,168229,None,None,totalTestsViral,6687452,3715,51928,None,8601,None,None,None,2/8/2021 14:50,2021-02-08T14:50:00Z,02/08 09:50,15130,51928,None,2021-02-08T14:50:00Z,6687452,747779,None,775466,13361,1769,None,None,455663,65662,None,None,None,None,None,None,None,None,13,2704,0,943695,23176,943695,None,38,86,e2d69cabfbc7566698a67816c6704bcea625869e,0,0,0,0,0,
2021-02-09,GA,947416,169367,None,None,totalTestsViral,6711587,3689,52262,None,8651,None,None,None,2/9/2021 14:50,2021-02-09T14:50:00Z,02/09 09:50,15301,52262,None,2021-02-09T14:50:00Z,6711587,750186,None,778049,13481,1820,None,None,455997,65804,None,None,None,None,None,None,None,None,13,3721,0,947416,24135,947416,None,171,334,b47e0c3dd21fd577648bab784aed6a898e5075c1,0,0,0,0,0,
2021-02-10,GA,950906,170412,None,None,totalTestsViral,6734381,3617,52543,None,8684,None,None,None,2/10/2021 14:50,2021-02-10T14:50:00Z,02/10 09:50,15421,52543,None,2021-02-10T14:50:00Z,6734381,752452,None,780494,13599,1822,None,None,456581,66061,None,None,None,None,None,None,None,None,13,3490,0,950906,22794,950906,None,120,281,7ea0c307c040943dfeff30e9f96497667589f9f5,0,0,0,0,0,
2021-02-11,GA,955085,171264,None,None,totalTestsViral,6765890,3511,52853,None,8717,None,None,None,2/11/2021 14:50,2021-02-11T14:50:00Z,02/11 09:50,15513,52853,None,2021-02-11T14:50:00Z,6765890,755717,None,783821,13672,1841,None,None,457835,66659,None,None,None,None,None,None,None,None,13,4179,0,955085,31509,955085,None,92,310,8ab83202bc6bec957a18819d42f4da14d7e83d3d,0,0,0,0,0,
2021-02-12,GA,958985,172708,None,None,totalTestsViral,6792960,3362,53111,None,8741,None,None,None,2/12/2021 14:50,2021-02-12T14:50:00Z,02/12 09:50,15708,53111,None,2021-02-12T14:50:00Z,6792960,758098,None,786277,13856,1852,None,None,458930,67173,None,None,None,None,None,None,None,None,13,3900,0,958985,27070,958985,None,195,258,cad2318a5c96fcce4a3bc392bd2bd1f5d1262f88,0,0,0,0,0,
2021-02-13,GA,962808,173738,None,None,totalTestsViral,6828948,3385,53340,None,8756,None,None,None,2/13/2021 14:50,2021-02-13T14:50:00Z,02/13 09:50,15850,53340,None,2021-02-13T14:50:00Z,6828948,761246,None,789070,13961,1889,None,None,460940,68116,None,None,None,None,None,None,None,None,13,3823,0,962808,35988,962808,None,142,229,17d4490bc4ab3056217effc09f24bccaae380327,0,0,0,0,0,
2021-02-14,GA,964737,173958,None,None,totalTestsViral,6853061,3271,53379,None,8760,None,None,None,2/14/2021 14:50,2021-02-14T14:50:00Z,02/14 09:50,15871,53379,None,2021-02-14T14:50:00Z,6853061,763583,None,790779,13964,1907,None,None,462492,68803,None,None,None,None,None,None,None,None,13,1929,0,964737,24113,964737,None,21,39,477633722ee3372d6757e736c758b5202c6ddff9,0,0,0,0,0,
2021-02-15,GA,966807,174298,None,None,totalTestsViral,6870677,3181,53403,None,8762,None,None,None,2/15/2021 14:50,2021-02-15T14:50:00Z,02/15 09:50,15928,53403,None,2021-02-15T14:50:00Z,6870677,765545,None,792509,13997,1931,None,None,463362,69202,None,None,None,None,None,None,None,None,13,2070,0,966807,17616,966807,None,57,24,6272e578760697dec8e27dca189d99134c7b4009,0,0,0,0,0,
2021-02-16,GA,969702,175353,None,None,totalTestsViral,6895381,3119,53658,None,8801,None,None,None,2/16/2021 14:50,2021-02-16T14:50:00Z,02/16 09:50,16174,53658,None,2021-02-16T14:50:00Z,6895381,767461,None,794349,14176,1998,None,None,463685,69353,None,None,None,None,None,None,None,None,13,2895,0,969702,24704,969702,None,246,255,68ea7e6f5619e4765cd8339ae95b5469fb972044,0,0,0,0,0,
2021-02-17,GA,973247,176700,None,None,totalTestsViral,6914772,3176,53880,None,8838,None,None,None,2/17/2021 14:50,2021-02-17T14:50:00Z,02/17 09:50,16273,53880,None,2021-02-17T14:50:00Z,6914772,769319,None,796547,14254,2019,None,None,464369,69684,None,None,None,None,None,None,None,None,13,3545,0,973247,19391,973247,None,99,222,1f84b571e3e00ab05f64be154ccd7f79930d4446,0,0,0,0,0,
2021-02-18,GA,976732,177947,None,None,totalTestsViral,6963712,3117,54173,None,8869,None,None,None,2/18/2021 14:50,2021-02-18T14:50:00Z,02/18 09:50,16403,54173,None,2021-02-18T14:50:00Z,6963712,776980,None,798785,14358,2045,None,None,465859,70383,None,None,None,None,None,None,1280884,152547,13,3485,0,976732,48940,976732,None,130,293,00db430b6f1dcce32f7819bd25acb26a8131f275,0,0,0,0,0,
2021-02-19,GA,980411,179452,None,None,totalTestsViral,6988224,2973,54434,None,8898,None,None,None,2/19/2021 14:50,2021-02-19T14:50:00Z,02/19 09:50,16610,54434,None,2021-02-19T14:50:00Z,6988224,778851,None,800959,14530,2080,None,None,467159,70995,None,None,None,None,None,None,1300188,154024,13,3679,0,980411,24512,980411,None,207,261,dcfe76de4f531691204b1768b7e6af8f87a02cb7,0,0,0,0,0,
2021-02-20,GA,983747,180398,None,None,totalTestsViral,7019510,2840,54647,None,8924,None,None,None,2/20/2021 14:50,2021-02-20T14:50:00Z,02/20 09:50,16742,54647,None,2021-02-20T14:50:00Z,7019510,781166,None,803349,14629,2113,None,None,468310,71431,None,None,None,None,None,None,1312100,154830,13,3336,0,983747,31286,983747,None,132,213,d755d92c1cadbfb51db5cd151e5dd6003f9da748,0,0,0,0,0,
2021-02-21,GA,985505,180693,None,None,totalTestsViral,7042229,2778,54753,None,8927,None,None,None,2/21/2021 14:50,2021-02-21T14:50:00Z,02/21 09:50,16744,54753,None,2021-02-21T14:50:00Z,7042229,782965,None,804812,14633,2111,None,None,469788,72085,None,None,None,None,None,None,1316079,155284,13,1758,0,985505,22719,985505,None,2,106,effb5cf3acda2e564e7b91e3197724fd86d583b8,0,0,0,0,0,
2021-02-22,GA,987041,180922,None,None,totalTestsViral,7057282,2760,54883,None,8931,None,None,None,2/22/2021 14:50,2021-02-22T14:50:00Z,02/22 09:50,16835,54883,None,2021-02-22T14:50:00Z,7057282,784449,None,806119,14689,2146,None,None,470584,72459,None,None,None,None,None,None,1318989,155590,13,1536,0,987041,15053,987041,None,91,130,398a34c0565d5ad165a0c1738f99f00c47e12449,0,0,0,0,0,
